,HBName,CAName,Year,InjuryType,NumberofDeaths
3224,NHS Greater Glasgow and Clyde,East Dunbartonshire,2020,Poisoning,15
3225,NHS Greater Glasgow and Clyde,East Dunbartonshire,2020,Falls,24
3226,NHS Greater Glasgow and Clyde,East Dunbartonshire,2020,"Struck by,against",0
3227,NHS Greater Glasgow and Clyde,East Dunbartonshire,2020,Crushing,0
3228,NHS Greater Glasgow and Clyde,East Dunbartonshire,2020,Scalds,0
3229,NHS Greater Glasgow and Clyde,East Dunbartonshire,2020,Accidental exposure,3
3230,NHS Greater Glasgow and Clyde,East Dunbartonshire,2020,Other,4
3232,NHS Greater Glasgow and Clyde,East Dunbartonshire,2021,Land transport accidents,1
3233,NHS Greater Glasgow and Clyde,East Dunbartonshire,2021,Poisoning,16
3234,NHS Greater Glasgow and Clyde,East Dunbartonshire,2021,Falls,15
3235,NHS Greater Glasgow and Clyde,East Dunbartonshire,2021,"Struck by,against",0
3236,NHS Greater Glasgow and Clyde,East Dunbartonshire,2021,Crushing,0
3237,NHS Greater Glasgow and Clyde,East Dunbartonshire,2021,Scalds,0
3238,NHS Greater Glasgow and Clyde,East Dunbartonshire,2021,Accidental exposure,2
3239,NHS Greater Glasgow and Clyde,East Dunbartonshire,2021,Other,2
3241,NHS Greater Glasgow and Clyde,Glasgow City,2012,Land transport accidents,11
3242,NHS Greater Glasgow and Clyde,Glasgow City,2012,Poisoning,113
3243,NHS Greater Glasgow and Clyde,Glasgow City,2012,Falls,69
3244,NHS Greater Glasgow and Clyde,Glasgow City,2012,"Struck by,against",0
3245,NHS Greater Glasgow and Clyde,Glasgow City,2012,Crushing,0
3246,NHS Greater Glasgow and Clyde,Glasgow City,2012,Scalds,0
3247,NHS Greater Glasgow and Clyde,Glasgow City,2012,Accidental exposure,8
3248,NHS Greater Glasgow and Clyde,Glasgow City,2012,Other,23
3250,NHS Greater Glasgow and Clyde,Glasgow City,2013,Land transport accidents,8
3251,NHS Greater Glasgow and Clyde,Glasgow City,2013,Poisoning,113
3252,NHS Greater Glasgow and Clyde,Glasgow City,2013,Falls,84
3253,NHS Greater Glasgow and Clyde,Glasgow City,2013,"Struck by,against",0
3254,NHS Greater Glasgow and Clyde,Glasgow City,2013,Crushing,0
3255,NHS Greater Glasgow and Clyde,Glasgow City,2013,Scalds,0
3256,NHS Greater Glasgow and Clyde,Glasgow City,2013,Accidental exposure,9
3257,NHS Greater Glasgow and Clyde,Glasgow City,2013,Other,25
3259,NHS Greater Glasgow and Clyde,Glasgow City,2014,Land transport accidents,20
3260,NHS Greater Glasgow and Clyde,Glasgow City,2014,Poisoning,106
3261,NHS Greater Glasgow and Clyde,Glasgow City,2014,Falls,66
3262,NHS Greater Glasgow and Clyde,Glasgow City,2014,"Struck by,against",0
3263,NHS Greater Glasgow and Clyde,Glasgow City,2014,Crushing,0
3264,NHS Greater Glasgow and Clyde,Glasgow City,2014,Scalds,0
3265,NHS Greater Glasgow and Clyde,Glasgow City,2014,Accidental exposure,14
3266,NHS Greater Glasgow and Clyde,Glasgow City,2014,Other,18
3268,NHS Greater Glasgow and Clyde,Glasgow City,2015,Land transport accidents,19
3269,NHS Greater Glasgow and Clyde,Glasgow City,2015,Poisoning,147
3270,NHS Greater Glasgow and Clyde,Glasgow City,2015,Falls,97
3271,NHS Greater Glasgow and Clyde,Glasgow City,2015,"Struck by,against",1
3272,NHS Greater Glasgow and Clyde,Glasgow City,2015,Crushing,0
3273,NHS Greater Glasgow and Clyde,Glasgow City,2015,Scalds,0
3274,NHS Greater Glasgow and Clyde,Glasgow City,2015,Accidental exposure,11
3275,NHS Greater Glasgow and Clyde,Glasgow City,2015,Other,14
3277,NHS Greater Glasgow and Clyde,Glasgow City,2016,Land transport accidents,17
3278,NHS Greater Glasgow and Clyde,Glasgow City,2016,Poisoning,167
3279,NHS Greater Glasgow and Clyde,Glasgow City,2016,Falls,96
3280,NHS Greater Glasgow and Clyde,Glasgow City,2016,"Struck by,against",1
3281,NHS Greater Glasgow and Clyde,Glasgow City,2016,Crushing,0
3282,NHS Greater Glasgow and Clyde,Glasgow City,2016,Scalds,0
3283,NHS Greater Glasgow and Clyde,Glasgow City,2016,Accidental exposure,11
3284,NHS Greater Glasgow and Clyde,Glasgow City,2016,Other,21
3286,NHS Greater Glasgow and Clyde,Glasgow City,2017,Land transport accidents,9
3287,NHS Greater Glasgow and Clyde,Glasgow City,2017,Poisoning,187
3288,NHS Greater Glasgow and Clyde,Glasgow City,2017,Falls,98
3289,NHS Greater Glasgow and Clyde,Glasgow City,2017,"Struck by,against",0
3290,NHS Greater Glasgow and Clyde,Glasgow City,2017,Crushing,0
3291,NHS Greater Glasgow and Clyde,Glasgow City,2017,Scalds,0
3292,NHS Greater Glasgow and Clyde,Glasgow City,2017,Accidental exposure,12
3293,NHS Greater Glasgow and Clyde,Glasgow City,2017,Other,12
3295,NHS Greater Glasgow and Clyde,Glasgow City,2018,Land transport accidents,19
3296,NHS Greater Glasgow and Clyde,Glasgow City,2018,Poisoning,272
3297,NHS Greater Glasgow and Clyde,Glasgow City,2018,Falls,112
3298,NHS Greater Glasgow and Clyde,Glasgow City,2018,"Struck by,against",0
3299,NHS Greater Glasgow and Clyde,Glasgow City,2018,Crushing,0
3300,NHS Greater Glasgow and Clyde,Glasgow City,2018,Scalds,0
3301,NHS Greater Glasgow and Clyde,Glasgow City,2018,Accidental exposure,13
3302,NHS Greater Glasgow and Clyde,Glasgow City,2018,Other,19
3304,NHS Greater Glasgow and Clyde,Glasgow City,2019,Land transport accidents,13
3305,NHS Greater Glasgow and Clyde,Glasgow City,2019,Poisoning,272
3306,NHS Greater Glasgow and Clyde,Glasgow City,2019,Falls,125
3307,NHS Greater Glasgow and Clyde,Glasgow City,2019,"Struck by,against",0
3308,NHS Greater Glasgow and Clyde,Glasgow City,2019,Crushing,0
3309,NHS Greater Glasgow and Clyde,Glasgow City,2019,Scalds,0
3310,NHS Greater Glasgow and Clyde,Glasgow City,2019,Accidental exposure,16
3311,NHS Greater Glasgow and Clyde,Glasgow City,2019,Other,17
3313,NHS Greater Glasgow and Clyde,Glasgow City,2020,Land transport accidents,12
3314,NHS Greater Glasgow and Clyde,Glasgow City,2020,Poisoning,293
3315,NHS Greater Glasgow and Clyde,Glasgow City,2020,Falls,103
3316,NHS Greater Glasgow and Clyde,Glasgow City,2020,"Struck by,against",0
3317,NHS Greater Glasgow and Clyde,Glasgow City,2020,Crushing,1
3318,NHS Greater Glasgow and Clyde,Glasgow City,2020,Scalds,0
3319,NHS Greater Glasgow and Clyde,Glasgow City,2020,Accidental exposure,18
3320,NHS Greater Glasgow and Clyde,Glasgow City,2020,Other,18
3322,NHS Greater Glasgow and Clyde,Glasgow City,2021,Land transport accidents,13
3323,NHS Greater Glasgow and Clyde,Glasgow City,2021,Poisoning,299
3324,NHS Greater Glasgow and Clyde,Glasgow City,2021,Falls,97
3325,NHS Greater Glasgow and Clyde,Glasgow City,2021,"Struck by,against",0
3326,NHS Greater Glasgow and Clyde,Glasgow City,2021,Crushing,0
3327,NHS Greater Glasgow and Clyde,Glasgow City,2021,Scalds,0
3328,NHS Greater Glasgow and Clyde,Glasgow City,2021,Accidental exposure,19
3329,NHS Greater Glasgow and Clyde,Glasgow City,2021,Other,19
3331,NHS Lanarkshire,South Lanarkshire,2012,Land transport accidents,13
3332,NHS Lanarkshire,South Lanarkshire,2012,Poisoning,33
3333,NHS Lanarkshire,South Lanarkshire,2012,Falls,52
3334,NHS Lanarkshire,South Lanarkshire,2012,"Struck by,against",0
3335,NHS Lanarkshire,South Lanarkshire,2012,Crushing,0
3336,NHS Lanarkshire,South Lanarkshire,2012,Scalds,0
3337,NHS Lanarkshire,South Lanarkshire,2012,Accidental exposure,4
3338,NHS Lanarkshire,South Lanarkshire,2012,Other,5
3340,NHS Lanarkshire,South Lanarkshire,2013,Land transport accidents,6
3341,NHS Lanarkshire,South Lanarkshire,2013,Poisoning,42
3342,NHS Lanarkshire,South Lanarkshire,2013,Falls,44
3343,NHS Lanarkshire,South Lanarkshire,2013,"Struck by,against",0
3344,NHS Lanarkshire,South Lanarkshire,2013,Crushing,0
3345,NHS Lanarkshire,South Lanarkshire,2013,Scalds,0
3346,NHS Lanarkshire,South Lanarkshire,2013,Accidental exposure,5
3347,NHS Lanarkshire,South Lanarkshire,2013,Other,14
3349,NHS Lanarkshire,South Lanarkshire,2014,Land transport accidents,12
3350,NHS Lanarkshire,South Lanarkshire,2014,Poisoning,42
3351,NHS Lanarkshire,South Lanarkshire,2014,Falls,46
3352,NHS Lanarkshire,South Lanarkshire,2014,"Struck by,against",0
3353,NHS Lanarkshire,South Lanarkshire,2014,Crushing,0
3354,NHS Lanarkshire,South Lanarkshire,2014,Scalds,0
3355,NHS Lanarkshire,South Lanarkshire,2014,Accidental exposure,7
3356,NHS Lanarkshire,South Lanarkshire,2014,Other,9
3358,NHS Lanarkshire,South Lanarkshire,2015,Land transport accidents,6
3359,NHS Lanarkshire,South Lanarkshire,2015,Poisoning,28
3360,NHS Lanarkshire,South Lanarkshire,2015,Falls,58
3361,NHS Lanarkshire,South Lanarkshire,2015,"Struck by,against",1
3362,NHS Lanarkshire,South Lanarkshire,2015,Crushing,0
3363,NHS Lanarkshire,South Lanarkshire,2015,Scalds,0
3364,NHS Lanarkshire,South Lanarkshire,2015,Accidental exposure,7
3365,NHS Lanarkshire,South Lanarkshire,2015,Other,8
3367,NHS Lanarkshire,South Lanarkshire,2016,Land transport accidents,12
3368,NHS Lanarkshire,South Lanarkshire,2016,Poisoning,66
3369,NHS Lanarkshire,South Lanarkshire,2016,Falls,59
3370,NHS Lanarkshire,South Lanarkshire,2016,"Struck by,against",0
3371,NHS Lanarkshire,South Lanarkshire,2016,Crushing,0
3372,NHS Lanarkshire,South Lanarkshire,2016,Scalds,0
3373,NHS Lanarkshire,South Lanarkshire,2016,Accidental exposure,6
3374,NHS Lanarkshire,South Lanarkshire,2016,Other,9
3376,NHS Lanarkshire,South Lanarkshire,2017,Land transport accidents,8
3377,NHS Lanarkshire,South Lanarkshire,2017,Poisoning,51
3378,NHS Lanarkshire,South Lanarkshire,2017,Falls,74
3379,NHS Lanarkshire,South Lanarkshire,2017,"Struck by,against",0
3380,NHS Lanarkshire,South Lanarkshire,2017,Crushing,0
3381,NHS Lanarkshire,South Lanarkshire,2017,Scalds,0
3382,NHS Lanarkshire,South Lanarkshire,2017,Accidental exposure,7
3383,NHS Lanarkshire,South Lanarkshire,2017,Other,14
3385,NHS Lanarkshire,South Lanarkshire,2018,Land transport accidents,11
3386,NHS Lanarkshire,South Lanarkshire,2018,Poisoning,58
3387,NHS Lanarkshire,South Lanarkshire,2018,Falls,71
3388,NHS Lanarkshire,South Lanarkshire,2018,"Struck by,against",0
3389,NHS Lanarkshire,South Lanarkshire,2018,Crushing,0
3390,NHS Lanarkshire,South Lanarkshire,2018,Scalds,0
3391,NHS Lanarkshire,South Lanarkshire,2018,Accidental exposure,3
3392,NHS Lanarkshire,South Lanarkshire,2018,Other,2
3394,NHS Lanarkshire,South Lanarkshire,2019,Land transport accidents,11
3395,NHS Lanarkshire,South Lanarkshire,2019,Poisoning,64
3396,NHS Lanarkshire,South Lanarkshire,2019,Falls,60
3397,NHS Lanarkshire,South Lanarkshire,2019,"Struck by,against",0
3398,NHS Lanarkshire,South Lanarkshire,2019,Crushing,0
3399,NHS Lanarkshire,South Lanarkshire,2019,Scalds,0
3400,NHS Lanarkshire,South Lanarkshire,2019,Accidental exposure,9
3401,NHS Lanarkshire,South Lanarkshire,2019,Other,5
3403,NHS Lanarkshire,South Lanarkshire,2020,Land transport accidents,9
3404,NHS Lanarkshire,South Lanarkshire,2020,Poisoning,93
3405,NHS Lanarkshire,South Lanarkshire,2020,Falls,48
3406,NHS Lanarkshire,South Lanarkshire,2020,"Struck by,against",0
3407,NHS Lanarkshire,South Lanarkshire,2020,Crushing,0
3408,NHS Lanarkshire,South Lanarkshire,2020,Scalds,0
3409,NHS Lanarkshire,South Lanarkshire,2020,Accidental exposure,9
3410,NHS Lanarkshire,South Lanarkshire,2020,Other,9
3412,NHS Lanarkshire,South Lanarkshire,2021,Land transport accidents,2
3413,NHS Lanarkshire,South Lanarkshire,2021,Poisoning,97
3414,NHS Lanarkshire,South Lanarkshire,2021,Falls,79
3415,NHS Lanarkshire,South Lanarkshire,2021,"Struck by,against",0
3416,NHS Lanarkshire,South Lanarkshire,2021,Crushing,0
3417,NHS Lanarkshire,South Lanarkshire,2021,Scalds,0
3418,NHS Lanarkshire,South Lanarkshire,2021,Accidental exposure,16
3419,NHS Lanarkshire,South Lanarkshire,2021,Other,6
3421,NHS Lanarkshire,South Lanarkshire,2012,Land transport accidents,13
3422,NHS Lanarkshire,South Lanarkshire,2012,Poisoning,33
3423,NHS Lanarkshire,South Lanarkshire,2012,Falls,52
3424,NHS Lanarkshire,South Lanarkshire,2012,"Struck by,against",0
3425,NHS Lanarkshire,South Lanarkshire,2012,Crushing,0
3426,NHS Lanarkshire,South Lanarkshire,2012,Scalds,0
3427,NHS Lanarkshire,South Lanarkshire,2012,Accidental exposure,4
3428,NHS Lanarkshire,South Lanarkshire,2012,Other,5
3430,NHS Lanarkshire,South Lanarkshire,2013,Land transport accidents,6
3431,NHS Lanarkshire,South Lanarkshire,2013,Poisoning,42
3432,NHS Lanarkshire,South Lanarkshire,2013,Falls,44
3433,NHS Lanarkshire,South Lanarkshire,2013,"Struck by,against",0
3434,NHS Lanarkshire,South Lanarkshire,2013,Crushing,0
3435,NHS Lanarkshire,South Lanarkshire,2013,Scalds,0
3436,NHS Lanarkshire,South Lanarkshire,2013,Accidental exposure,5
3437,NHS Lanarkshire,South Lanarkshire,2013,Other,14
3439,NHS Lanarkshire,South Lanarkshire,2014,Land transport accidents,12
3440,NHS Lanarkshire,South Lanarkshire,2014,Poisoning,42
3441,NHS Lanarkshire,South Lanarkshire,2014,Falls,46
3442,NHS Lanarkshire,South Lanarkshire,2014,"Struck by,against",0
3443,NHS Lanarkshire,South Lanarkshire,2014,Crushing,0
3444,NHS Lanarkshire,South Lanarkshire,2014,Scalds,0
3445,NHS Lanarkshire,South Lanarkshire,2014,Accidental exposure,7
3446,NHS Lanarkshire,South Lanarkshire,2014,Other,9
3448,NHS Lanarkshire,South Lanarkshire,2015,Land transport accidents,6
3449,NHS Lanarkshire,South Lanarkshire,2015,Poisoning,28
3450,NHS Lanarkshire,South Lanarkshire,2015,Falls,58
3451,NHS Lanarkshire,South Lanarkshire,2015,"Struck by,against",1
3452,NHS Lanarkshire,South Lanarkshire,2015,Crushing,0
3453,NHS Lanarkshire,South Lanarkshire,2015,Scalds,0
3454,NHS Lanarkshire,South Lanarkshire,2015,Accidental exposure,7
3455,NHS Lanarkshire,South Lanarkshire,2015,Other,8
3457,NHS Lanarkshire,South Lanarkshire,2016,Land transport accidents,12
3458,NHS Lanarkshire,South Lanarkshire,2016,Poisoning,66
3459,NHS Lanarkshire,South Lanarkshire,2016,Falls,59
3460,NHS Lanarkshire,South Lanarkshire,2016,"Struck by,against",0
3461,NHS Lanarkshire,South Lanarkshire,2016,Crushing,0
3462,NHS Lanarkshire,South Lanarkshire,2016,Scalds,0
3463,NHS Lanarkshire,South Lanarkshire,2016,Accidental exposure,6
3464,NHS Lanarkshire,South Lanarkshire,2016,Other,9
3466,NHS Lanarkshire,South Lanarkshire,2017,Land transport accidents,8
3467,NHS Lanarkshire,South Lanarkshire,2017,Poisoning,51
3468,NHS Lanarkshire,South Lanarkshire,2017,Falls,74
3469,NHS Lanarkshire,South Lanarkshire,2017,"Struck by,against",0
3470,NHS Lanarkshire,South Lanarkshire,2017,Crushing,0
3471,NHS Lanarkshire,South Lanarkshire,2017,Scalds,0
3472,NHS Lanarkshire,South Lanarkshire,2017,Accidental exposure,7
3473,NHS Lanarkshire,South Lanarkshire,2017,Other,14
3475,NHS Lanarkshire,South Lanarkshire,2018,Land transport accidents,11
3476,NHS Lanarkshire,South Lanarkshire,2018,Poisoning,58
3477,NHS Lanarkshire,South Lanarkshire,2018,Falls,71
3478,NHS Lanarkshire,South Lanarkshire,2018,"Struck by,against",0
3479,NHS Lanarkshire,South Lanarkshire,2018,Crushing,0
3480,NHS Lanarkshire,South Lanarkshire,2018,Scalds,0
3481,NHS Lanarkshire,South Lanarkshire,2018,Accidental exposure,3
3482,NHS Lanarkshire,South Lanarkshire,2018,Other,2
3484,NHS Lanarkshire,South Lanarkshire,2019,Land transport accidents,11
3485,NHS Lanarkshire,South Lanarkshire,2019,Poisoning,64
3486,NHS Lanarkshire,South Lanarkshire,2019,Falls,60
3487,NHS Lanarkshire,South Lanarkshire,2019,"Struck by,against",0
3488,NHS Lanarkshire,South Lanarkshire,2019,Crushing,0
3489,NHS Lanarkshire,South Lanarkshire,2019,Scalds,0
3490,NHS Lanarkshire,South Lanarkshire,2019,Accidental exposure,9
3491,NHS Lanarkshire,South Lanarkshire,2019,Other,5
3493,NHS Lanarkshire,South Lanarkshire,2020,Land transport accidents,9
3494,NHS Lanarkshire,South Lanarkshire,2020,Poisoning,93
3495,NHS Lanarkshire,South Lanarkshire,2020,Falls,48
3496,NHS Lanarkshire,South Lanarkshire,2020,"Struck by,against",0
3497,NHS Lanarkshire,South Lanarkshire,2020,Crushing,0
3498,NHS Lanarkshire,South Lanarkshire,2020,Scalds,0
3499,NHS Lanarkshire,South Lanarkshire,2020,Accidental exposure,9
3500,NHS Lanarkshire,South Lanarkshire,2020,Other,9
3502,NHS Lanarkshire,South Lanarkshire,2021,Land transport accidents,2
3503,NHS Lanarkshire,South Lanarkshire,2021,Poisoning,97
3504,NHS Lanarkshire,South Lanarkshire,2021,Falls,79
3505,NHS Lanarkshire,South Lanarkshire,2021,"Struck by,against",0
3506,NHS Lanarkshire,South Lanarkshire,2021,Crushing,0
3507,NHS Lanarkshire,South Lanarkshire,2021,Scalds,0
3508,NHS Lanarkshire,South Lanarkshire,2021,Accidental exposure,16
3509,NHS Lanarkshire,South Lanarkshire,2021,Other,6
3511,NHS Lanarkshire,North Lanarkshire,2012,Land transport accidents,10
3512,NHS Lanarkshire,North Lanarkshire,2012,Poisoning,35
3513,NHS Lanarkshire,North Lanarkshire,2012,Falls,43
3514,NHS Lanarkshire,North Lanarkshire,2012,"Struck by,against",0
3515,NHS Lanarkshire,North Lanarkshire,2012,Crushing,0
3516,NHS Lanarkshire,North Lanarkshire,2012,Scalds,0
3517,NHS Lanarkshire,North Lanarkshire,2012,Accidental exposure,4
3518,NHS Lanarkshire,North Lanarkshire,2012,Other,5
3520,NHS Lanarkshire,North Lanarkshire,2013,Land transport accidents,4
3521,NHS Lanarkshire,North Lanarkshire,2013,Poisoning,41
3522,NHS Lanarkshire,North Lanarkshire,2013,Falls,45
3523,NHS Lanarkshire,North Lanarkshire,2013,"Struck by,against",0
3524,NHS Lanarkshire,North Lanarkshire,2013,Crushing,0
3525,NHS Lanarkshire,North Lanarkshire,2013,Scalds,0
3526,NHS Lanarkshire,North Lanarkshire,2013,Accidental exposure,6
3527,NHS Lanarkshire,North Lanarkshire,2013,Other,6
3529,NHS Lanarkshire,North Lanarkshire,2014,Land transport accidents,6
3530,NHS Lanarkshire,North Lanarkshire,2014,Poisoning,35
3531,NHS Lanarkshire,North Lanarkshire,2014,Falls,52
3532,NHS Lanarkshire,North Lanarkshire,2014,"Struck by,against",0
3533,NHS Lanarkshire,North Lanarkshire,2014,Crushing,0
3534,NHS Lanarkshire,North Lanarkshire,2014,Scalds,0
3535,NHS Lanarkshire,North Lanarkshire,2014,Accidental exposure,11
3536,NHS Lanarkshire,North Lanarkshire,2014,Other,7
3538,NHS Lanarkshire,North Lanarkshire,2015,Land transport accidents,8
3539,NHS Lanarkshire,North Lanarkshire,2015,Poisoning,47
3540,NHS Lanarkshire,North Lanarkshire,2015,Falls,58
3541,NHS Lanarkshire,North Lanarkshire,2015,"Struck by,against",0
3542,NHS Lanarkshire,North Lanarkshire,2015,Crushing,0
3543,NHS Lanarkshire,North Lanarkshire,2015,Scalds,0
3544,NHS Lanarkshire,North Lanarkshire,2015,Accidental exposure,8
3545,NHS Lanarkshire,North Lanarkshire,2015,Other,15
3547,NHS Lanarkshire,North Lanarkshire,2016,Land transport accidents,9
3548,NHS Lanarkshire,North Lanarkshire,2016,Poisoning,59
3549,NHS Lanarkshire,North Lanarkshire,2016,Falls,54
3550,NHS Lanarkshire,North Lanarkshire,2016,"Struck by,against",0
3551,NHS Lanarkshire,North Lanarkshire,2016,Crushing,0
3552,NHS Lanarkshire,North Lanarkshire,2016,Scalds,0
3553,NHS Lanarkshire,North Lanarkshire,2016,Accidental exposure,9
3554,NHS Lanarkshire,North Lanarkshire,2016,Other,8
3556,NHS Lanarkshire,North Lanarkshire,2017,Land transport accidents,5
3557,NHS Lanarkshire,North Lanarkshire,2017,Poisoning,53
3558,NHS Lanarkshire,North Lanarkshire,2017,Falls,72
3559,NHS Lanarkshire,North Lanarkshire,2017,"Struck by,against",0
3560,NHS Lanarkshire,North Lanarkshire,2017,Crushing,0
3561,NHS Lanarkshire,North Lanarkshire,2017,Scalds,0
3562,NHS Lanarkshire,North Lanarkshire,2017,Accidental exposure,6
3563,NHS Lanarkshire,North Lanarkshire,2017,Other,13
3565,NHS Lanarkshire,North Lanarkshire,2018,Land transport accidents,7
3566,NHS Lanarkshire,North Lanarkshire,2018,Poisoning,72
3567,NHS Lanarkshire,North Lanarkshire,2018,Falls,56
3568,NHS Lanarkshire,North Lanarkshire,2018,"Struck by,against",0
3569,NHS Lanarkshire,North Lanarkshire,2018,Crushing,0
3570,NHS Lanarkshire,North Lanarkshire,2018,Scalds,0
3571,NHS Lanarkshire,North Lanarkshire,2018,Accidental exposure,6
3572,NHS Lanarkshire,North Lanarkshire,2018,Other,5
3574,NHS Lanarkshire,North Lanarkshire,2019,Land transport accidents,12
3575,NHS Lanarkshire,North Lanarkshire,2019,Poisoning,94
